Timestamp,Initials_data_extraction,Study_ID,Author_year,Paper_title,Publication_year,Journal,Country_firstAuthor,Review_type_claimed,Systematic_approach,Protocol,Meta-analysis,PFAS_focus,PFAS_one_many,MeSH_terms,Outcomes_PECOS,Human_animal_environment,Lab_domestic_wildlife_mixed,Species_one_many,Environment_type,Study_inclusion_start,Study_inclusion_end,N_studies,N_studies_comment,Reporting_guideline,Reporting_guideline_comment,COI_statement,COI_present,Funding_statement,Non-profit_funding,Industry_funding,Funding_comment,Raw_data,Raw_data_comment,Analysis_code,Analysis_code_comment,DOI,initials_data_checked
6/03/2022 16:27,LR,S_100,VanNoy_2018,Breastfeeding as a predictor of serum concentrations of per-and polyfluorinated alkyl substances in reproductive-aged women and young children: a rapid systematic review,2018,Current environmental health reports,USA,systematic review,Yes,No,No,Yes,Multiple,"Adult; Alkanesulfonic Acids / blood*; Breast Feeding*; Environmental Exposure / analysis*; Female; Fluorocarbons / blood*; Humans; Infant; Milk, Human / metabolism; Pregnancy",Serum concentrations of per- and polyfluorinated alkyl substances (PFASs),Humans,NA,NA,NA,NA,2017,21,14 studies that assessed infants/toddlers and pregnant and/or postnatal women. 7 studies that assessed other women in the general population,No,NA,Yes,No,Yes,No,No,"""This research was conducted as part of a Master’s thesis and the authors did not receive any funding for this project.""",No,NA,No,NA,10.1007/s40572-018-0194-z,
6/06/2022 11:30,LR,S_102,Kim_2018,Association between perfluoroalkyl substances exposure and thyroid function in adults: A meta-analysis,2018,PloS one,South Korea,meta-analysis,Yes,No,Yes,Yes,Multiple,Alkanesulfonic Acids / adverse effects*; Caprylates / adverse effects*; Environmental Exposure*; Fluorocarbons / adverse effects*; Humans; Sulfonic Acids / adverse effects*; Thyroid Diseases / blood; Thyroid Diseases / epidemiology; Thyroid Hormones / blood*,association between PFASs and thyroid hormone levels,Humans,NA,NA,NA,1985,2017,12,12 studies included in qualitative synthesis and 12 studies included in quantitative synthesis.,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported by a grant (16182MFDS392) from Korea Ministry of Food and Drug Safety in 2016. The author Y.J. Park received that grant.""",No,NA,No,NA,10.1371/journal.pone.0197244,
6/06/2022 15:24,LR,S_103,Land_2018,What is the effect of phasing out long-chain per- and polyfluoroalkyl substances on the concentrations of perfluoroalkyl acids and their precursors in the environment? A systematic review,2018,Environmental Evidence,Sweden,systematic review,Yes,No,No,Yes,Multiple,Fluorocarbons,Change of concentrations of the phased-out substances and their precursors and substitutes,Mixed,Wildlife,Multiple,Mixed,NA,2015,227,The review authors did not clearly state the number of included studies. Data regarding the number of studies was extracted from the number of papers listed in the resk of bias assessment.,No,NA,Yes,No,Yes,Yes,No,"""This review was fnanced by the Mistra Council for Evidence-Based Environmental Management (EviEM), to which one of the authors (ML) is afliated. EviEM is funded by the Swedish Foundation for Strategic Environmental Research (Mistra). CdW, IC and JJ were funded by EviEM and Stockholm University. JM was funded by EviEM, University of Alberta, and Stockholm University. DH was funded by EviEM. Anders Bignert was fnanced by EviEM and the Swedish Museum of Natural History""",No,NA,No,NA,10.1186/s13750-017-0114-y,
6/06/2022 16:23,LR,S_104,Steenland_2018,Serum perfluorooctanoic acid and birthweight: an updated meta-analysis with bias analysis,2018,Epidemiology,USA,meta-analysis,Yes,No,Yes,Yes,One,Birth Weight* / drug effects; Caprylates / adverse effects; Caprylates / blood*; Female; Fetal Blood / chemistry; Fluorocarbons / adverse effects; Fluorocarbons / blood*; Humans; Pregnancy,birthweight,Humans,NA,NA,NA,2014,2017,26,NA,No,NA,Yes,No,No,NA,NA,NA,No,"The review authors declare that ""the data are public"".",Yes,"""Computer code is provided in a supplemental file for replication of analyses, and the data are public"". The review authors provide a .sas file as supplemental material.",10.1097/EDE.0000000000000903,
6/07/2022 9:34,LR,S_106,Gutiérrez-Torres_2018,Prenatal exposure to endocrine disruptors and Cardiometabolic risk in preschoolers: a systematic review based on cohort studies,2018,Annals of Global Health,Mexico,systematic review,Yes,No,No,No,Multiple,"Cardiovascular Diseases* / epidemiology; Cardiovascular Diseases* / prevention & control; Child Health*; Child, Preschool; Endocrine Disruptors / adverse effects*; Female; Humans; Metabolic Diseases* / epidemiology; Metabolic Diseases* / prevention & control; Pregnancy; Prenatal Exposure Delayed Effects* / chemically induced; Prenatal Exposure Delayed Effects* / epidemiology; Prenatal Exposure Delayed Effects* / prevention & control","""Clinical report of at least one anthropometric marker or cardiometabolic risk in preschool children who were exposed to EDCs during pregnancy. As anthropometric measurements were considered: height, weight, body mass index, skin folds, waist, abdominal or hip circumference; as well as the indices constructed from these measurements (ex. the waist/height ratio).""",Humans,NA,NA,NA,2007,2017,16,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.29024/aogh.911,
6/07/2022 9:56,LR,S_107,Rodgers_2018,Environmental chemicals and breast cancer: an updated review of epidemiological literature informed by biological mechanisms,2018,Environmental research,USA,critical review,Yes,No,No,No,Multiple,Animals; Breast Neoplasms / chemically induced*; Breast Neoplasms / genetics; Breast Neoplasms / mortality; Environmental Exposure / adverse effects*; Environmental Pollutants / toxicity*; Female; Humans,"breast cancer incidence, mortality, and survival",Humans,NA,NA,NA,2006,2016,158,NA,No,NA,No,NA,Yes,Yes,No,"""This work was funded by charitable gifts to Silent Spring Institute and grants from Avon Foundation for Women (Grant Nos. 05-2016-023, 02-2015-027, and 1068-10).""",No,NA,No,NA,10.1016/j.envres.2017.08.045,
6/07/2022 10:32,LR,S_108,Tsai_2017,Children's environmental health based on birth cohort studies of Asia,2017,Science of the Total Environment,Taiwan,systematic review,Yes,No,No,No,Not specified,Asia; Child; Child Health*; Cohort Studies; Environmental Health*; Environmental Pollutants / adverse effects*; Female; Fetal Development; Humans; Mercury / adverse effects; Phthalic Acids / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy; Prenatal Exposure Delayed Effects; Tobacco Smoke Pollution / adverse effects,"fetal growth and pregnancy outcomes, neurodevelopment and behavioral problems, allergic disease and immune function and the endocrine system and puberty.",Humans,NA,NA,NA,NA,2017,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""This study was supported by grants from Ministry of Science and Technology (MOST-105-2314-B-002-048-MY2), Taiwan and the Environmental Medicine Collaboration Center (NTUH-103-A123, NTUH-104-A123, and NTUH-105-A123), National Taiwan University Hospital""",No,NA,No,NA,10.1016/j.scitotenv.2017.07.081,
6/07/2022 11:03,LR,S_112,Gray_2017,State of the evidence 2017: an update on the connection between breast cancer and the environment,2017,Environmental Health,USA,systematic review,Yes,No,No,No,Multiple,Breast Neoplasms / chemically induced; Breast Neoplasms / epidemiology*; Breast Neoplasms / etiology*; Environmental Exposure*; Environmental Pollutants / toxicity*; Female; Hazardous Substances / toxicity*; Humans; Incidence,NA,Humans,NA,NA,NA,NA,2017,NA,NA,No,NA,Yes,No,No,NA,NA,"""Funding: Not applicable""",No,NA,No,NA,10.1186/s12940-017-0287-4,
6/07/2022 11:33,LR,S_114,Negri_2017,Exposure to PFOA and PFOS and fetal growth: a critical merging of toxicological and epidemiological data,2017,Critical reviews in toxicology,Italy,systematic review; meta-analysis,Yes,No,Yes,Yes,Multiple,Alkanesulfonic Acids / toxicity*; Animals; Birth Weight / drug effects; Caprylates; Environmental Exposure*; Epidemiological Monitoring; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Humans; Maternal Exposure; Mice; Rats; Toxicity Tests*,"BrthW (birth weight, primary outcome), LBW (defined as BrthW <2500 g) and small for gestational age (SGA, defined as BrthW < the 10th percentile for gestational age) (secondary outcomes).",Mixed,Lab,Multiple,NA,NA,2015,16,16 in MA,Yes,PRISMA Statement guideline,Yes,Yes,Yes,Yes,No,"""This work was funded under CEFIC Long Range Research Initiative Contract number EMSG58. CEFIC was not involved in the preparation or approval of the manuscript. The findings and conclusions in this manuscript are those of the authors and do not necessarily represent the views of CEFIC.""",No,"The review authors provided CSV files in supplemental materials Tables 1-5. However, data contained in the csv file are corrupted and not usable.",No,NA,10.1080/10408444.2016.1271972,
6/08/2022 16:08,LR,S_115,Rappazzo_2017,Exposure to perfluorinated alkyl substances and health outcomes in children: a systematic review of the epidemiologic literature,2017,International journal of environmental research and public health,USA,systematic review,Yes,No,No,Yes,Multiple,"Adolescent; Alkanesulfonic Acids / toxicity; Caprylates / toxicity; Child; Child, Preschool; Dyslipidemias / chemically induced; Environmental Exposure*; Environmental Pollutants / toxicity*; Female; Fluorocarbons / toxicity*; Humans; Immunity, Innate / drug effects; Infant; Infant, Newborn; Kidney / drug effects; Kidney / physiopathology; Male; Menarche / drug effects",NA,Humans,NA,NA,NA,NA,2017,64,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.3390/ijerph14070691,
6/09/2022 10:13,LR,S_118,Jansen_2017,Increased blood levels of persistent organic pollutants (POP) in obese individuals after weight loss—A review,2017,"Journal of Toxicology and Environmental Health, Part B",Norway,systematic review,Yes,No,No,No,Not specified,"Bariatric Surgery* / statistics & numerical data; Diet, Reducing* / statistics & numerical data; Environmental Exposure*; Environmental Pollutants / blood*; Humans; Obesity / diet therapy*; Obesity / surgery*; Weight Loss",NA,Humans,NA,NA,NA,NA,2016,17,NA,No,NA,No,NA,Yes,Yes,No,"""The financial support of Innlandet Hospital Trust is acknowledged. The funding project number is 150260.""",No,NA,No,NA,10.1080/10937404.2016.1246391,
6/09/2022 10:35,LR,S_119,Zheng_2017,Environmental exposures and pediatric kidney function and disease: A systematic review,2017,Environmental research,USA,systematic review,Yes,No,No,No,Multiple,Environmental Exposure*; Environmental Pollutants / toxicity*; Humans; Kidney / drug effects*; Kidney Diseases / chemically induced; Kidney Diseases / epidemiology*; Kidney Function Tests*,NA,Humans,NA,NA,NA,1979,2016,50,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported in part by funding from the NIH: T32HD049311, P30ES23515, R01ES013744, R01ES020268, R01ES021357, R01ES026033, DP2ES025453, and UG3OD023337.""",No,NA,No,NA,10.1016/j.envres.2017.06.029,
6/10/2022 9:21,LR,S_121,Bach_2016,Perfluoroalkyl and polyfluoroalkyl substances and measures of human fertility: a systematic review,2016,Critical reviews in toxicology,Denmark,systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids / toxicity; Caprylates / toxicity; Environmental Pollutants / toxicity*; Fertility / drug effects*; Fluorocarbons / toxicity*; Humans; Reproduction,"""TTP (time to pregnancy, men and women), reproductive hormone levels (men and women) and semen parameters (men).""",Humans,NA,NA,NA,NA,2015,23,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""The work was supported by the Danish Council for Strategic Research (part of the FETOTOX: Interaction between motherfetus exposure to environmental toxicants and abnormal development, grant 10-092818), the European Commission’s 7th Framework program (CLEAR, project FP7-ENV-2008-1- 226217) and the Danish Research Council (grant 0602-01511B).""",No,NA,No,NA,10.1080/10408444.2016.1182117,
6/10/2022 9:49,LR,S_122,Mitro_2016,Consumer product chemicals in indoor dust: a quantitative meta-analysis of US studies,2016,Environmental science & technology,USA,meta-analysis,Yes,No,Yes,No,Multiple,Flame Retardants; Fluorocarbons; Odorants; Confidence Intervals; Dust; Phenols; Public Policy; Eating,NA,Humans,NA,NA,NA,2000,2015,32,"32 in SR (31 papers and 1 unpublished dataset), 27 in MA (26 papers and 1 unpublished dataset).",No,NA,Yes,No,Yes,Yes,No,"""Funding provided by the NRDC Science Opportunity Fund, the National Institute of Environmental Health Sciences (R00ES019881), and the U.S. Department of Housing and Urban Development (Grant No. MALHH0139-05).""",No,"""Descriptive statistics, information about data collection and analysis, studies used for meta-analysis data, pooled GMs, chemicals measured in one or two studies, number of samples in various environments, chemicals with highest detection frequencies, comparison of dust levels by environment, input values for intake estimates, identification of authoritative sources used to describe hazard traits, comparisons of geometric mean and maximum values, and exposure factors used for intake estimates. Please contact authors if additional information on the meta-analysis input data or results is desired""",No,NA,10.1021/acs.est.6b02023,
6/10/2022 12:12,LR,S_126,Vrijheid_2016,Environmental pollutants and child health—A review of recent concerns,2016,International journal of hygiene and environmental health,Spain,systematic review,Yes,No,No,No,Multiple,Child; Child Development / drug effects; Child Health*; Environmental Pollutants / toxicity*; Fetal Development / drug effects; Humans; Immune System / drug effects; Neurodevelopmental Disorders / epidemiology; Obesity / epidemiology; Premature Birth / epidemiology; Respiratory Tract Diseases / epidemiology,foetal growth and preterm birth,Humans,NA,NA,NA,2010,2015,NA,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1016/j.ijheh.2016.05.001,
6/14/2022 9:25:25,LR,S_127,Meng_2016,Organic contaminants in Chinese sewage sludge: a meta-analysis of the literature of the past 30 years,2016,Environmental science & technology,China,systematic review; meta-analysis,Yes,No,Yes,No,Not specified,Environmental Monitoring*; Halogenated Diphenyl Ethers; Humans; Pesticides; Polychlorinated Biphenyls; Sewage / chemistry*,NA,Environment,NA,NA,Mixed,NA,2015,159,NA,No,NA,Yes,No,Yes,Yes,No,"""The present study was financially supported by the National Natural Science Foundation of China (No. 21437004), the Swedish Research Council (contract Dnr. 639-2013-6913), the Major Science and Technology Program for Water Pollution Control and Treatment (No. 2012ZX07313001), the Program for New Century Excellent Talents in University (No. NCET12-0417), the China Scholarship Council, the Collaborative Innovation Center for Regional Environmental Quality, and the Virginia G. Piper Charitable Trust (LTR 05/01/12).""",No,NA,No,NA,10.1021/acs.est.5b05583,
6/14/2022 9:52:40,LR,S_128,Chang_2016,A critical review of perfluorooctanoate and perfluorooctanesulfonate exposure and immunological health conditions in humans,2016,Critical reviews in toxicology,USA,critical review; systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids / poisoning*; Alkanesulfonic Acids / toxicity; Animals; Asthma / chemically induced; Asthma / epidemiology; Caprylates / poisoning*; Caprylates / toxicity; Environmental Exposure / statistics & numerical data*; Fluorocarbons / poisoning*; Fluorocarbons / toxicity; Humans; Immune System / drug effects; Immune System Diseases / chemically induced; Immune System Diseases / epidemiology*; Immunotoxins / poisoning; Immunotoxins / toxicity,"""health outcome primarily affecting the immune system, including immune cell and biomarker levels, atopic conditions, infectious diseases, autoimmune disorders, inflammatory conditions, and any other health conditions considered by the authors to be directly related to immune system function or origin""",Humans,NA,NA,NA,NA,2015,24,NA,Yes,"Rhomberg et al., 2013 (https://doi.org/10.3109/10408444.2013.832727)",Yes,Yes,Yes,No,Yes,"""This project was funded through a contract between 3M and Exponent, an international science and engineering company that provided salary compensation to J.S.M. and E.T.C. H.O.A. and P.B. were compensated with consulting fees from Exponent and had no direct correspondence with 3M related to this manuscript.""",No,NA,No,NA,10.3109/10408444.2015.1122573,
6/14/2022 10:49:49,LR,S_129,Bonde_2017,The epidemiologic evidence linking prenatal and postnatal exposure to endocrine disrupting chemicals with male reproductive disorders: a systematic review and meta-analysis,2017,Human Reproduction Update,Denmark,systematic review; meta-analysis,Yes,No,Yes,No,Multiple,"Cryptorchidism / chemically induced; Endocrine Disruptors / toxicity*; Environmental Exposure / adverse effects*; Female; Humans; Hypospadias / chemically induced; Male; Neoplasms, Germ Cell and Embryonal / chemically induced; Pregnancy; Prenatal Exposure Delayed Effects / epidemiology*; Risk Factors; Semen Analysis; Testicular Neoplasms / chemically induced; Xenobiotics / toxicity","Cryptorchidism (one or both testicles undescended) ascertained at birth or during childhood, hypospadias, testicular cancer regardless of histological subgroup, and sperm count (number of spermatozoa per volume or mass unit of seminal fluid).",Humans,NA,NA,NA,1966,2016,33,33 in SR; 21 in MA,Yes,MOOSE guidelines,Yes,No,Yes,Yes,No,"""The review was funded by InterReq ReproUnion (NYPS 20200407)""",No,NA,No,NA,10.1093/humupd/dmw036,
6/14/2022 11:35:25,LR,S_130,Verner_2015,Associations of Perfluoroalkyl Substances (PFAS) with Lower Birth Weight: An Evaluation of Potential Confounding by Glomerular Filtration Rate Using a Physiologically Based Pharmacokinetic Model (PBPK),2015,Environmental health perspectives,USA,meta-analysis,Yes,No,Yes,Yes,Multiple,"Adult; Alkanesulfonic Acids / pharmacokinetics*; Alkanesulfonic Acids / toxicity; Birth Weight / drug effects*; Caprylates / pharmacokinetics*; Caprylates / toxicity; Computer Simulation; Confounding Factors, Epidemiologic; Environmental Pollutants / pharmacokinetics*; Environmental Pollutants / toxicity; Female; Fluorocarbons / pharmacokinetics*; Fluorocarbons / toxicity; Glomerular Filtration Rate*; Humans; Maternal Exposure; Models, Biological; Monte Carlo Method; Pregnancy",NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Yes,"""This study was supported by grants from DuPont and 3M, and by the Intramural Research Program of the National Institutes of Environmental Health Sciences (NIEHS), the National Institutes of Health (NIH).""",No,NA,Yes,"Information provided in supplemental materials ""MODEL CODE FOR ACSLX (AEGIS TECHNOLOGIES GROUP, INC, HUNSTVILLE, AL, USA)""",10.1289/ehp.1408837,
6/15/2022 9:56:51,LR,S_133,Ruiz-Hernandez_2015,Environmental chemicals and DNA methylation in adults: a systematic review of the epidemiologic evidence,2015,Clinical epigenetics,Spain,systematic review,Yes,No,No,No,Multiple,"Humans; bisphenol A; hydrogen sulfite; DNA Methylation; Antimony; Arsenic; Cadmium; Nickel; Persistent Organic Pollutants; Tungsten; Alu Elements; Epigenesis, Genetic; Environmental Exposure; DNA; Mercury; High-Throughput Nucleotide Sequencing; Polycyclic Aromatic Hydrocarbons; Genomics; Polymerase Chain Reaction; Epidemiologic Studies; Longitudinal Studies",DNA methylation outcomes,Humans,NA,NA,NA,NA,2014,17,NA,No,NA,Yes,No,Yes,Yes,No,"""Maria Tellez-Plaza was supported by the Strategic Action for Research in Health sciences (CP12/03080), which is an initiative from Carlos III Health Institute Madrid and the Spanish Ministry of Economy and Competitiveness and co-funded with European Funds for Regional Development (FEDER). Ana Navas-Acien was supported by grants R01ES021367 and R01ES025216 from the National Institute of Environmental Health Sciences""",No,NA,No,NA,10.1186/s13148-015-0055-7,
6/15/2022 10:19:19,LR,S_134,Bach_2015,Perfl uoroalkyl and polyfl uoroalkyl substances and human fetal growth: A systematic review,2015,Critical reviews in toxicology,Denmark,systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids / toxicity*; Animals; Birth Weight / drug effects; Caprylates / toxicity*; Environmental Exposure / adverse effects; Environmental Pollutants / toxicity; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Humans; Maternal Exposure / adverse effects; Pregnancy; Pregnancy Outcome,"Birth weight on the continuous scale was the primary outcome. Other outcomes derived from birth weight, such as the birth weight z-score (birth weights standardized for gender and gestational age), low birth weight (LBW; birth weight below 2500 g), and small for gestational age (SGA; birth weight below the 10th percentile for gestational age), were also included.",Humans,NA,NA,NA,2004,2013,14,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,The work was supported by the Danish Council for Strategic Research (10-092818) and the Danish Research Council (10-082745).,No,NA,No,NA,10.3109/10408444.2014.952400,
6/15/2022 10:45:53,LR,S_135,Roth_2014,Neurodevelopmental and neurobehavioural effects of polybrominated and perfluorinated chemicals: A systematic review of the epidemiological literature using a quality assessment scheme,2014,Toxicology letters,Switzerland,systematic review,Yes,No,No,No,Multiple,Brain / drug effects*; Child; Child Behavior / drug effects*; Child Development / drug effects*; Cognition / drug effects; Female; Fetus / drug effects*; Fluorocarbons / toxicity*; Halogenated Diphenyl Ethers / toxicity*; Humans; Motor Activity / drug effects; Pregnancy,NA,Humans,NA,NA,NA,NA,NA,18,"""We found 18 articles – 10 articles for PBDEs and 8 articles for PFCs – that met our criteria""",No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1016/j.toxlet.2014.02.015,
6/16/2022 10:01:38,LR,S_136,Koustas_2014,The Navigation Guide—evidence-based medicine meets environmental health: systematic review of nonhuman evidence for PFOA effects on fetal growth,2014,Environmental health perspectives,USA,systematic review;meta-analysis,Yes,No,Yes,Yes,One,Animals; Birth Weight / drug effects*; Caprylates / toxicity*; Environmental Health; Environmental Pollutants / toxicity; Evidence-Based Medicine; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Mice; Pregnancy,"The outcomes examined for mammalian species were fetal weight near term (e.g., embryonic day 18 for mice and embryonic day 21 for rats) or at birth, and/or other measures of size near term or at birth, such as length. For nonmammalian species, outcomes were weight and/or other measures of size in late stages of embryonic development.",Animals,Lab,Multiple,NA,NA,2012,21,"21 in SR, 7 in MA",Yes,The Navigation Guide systematic review method,Yes,No,Yes,Yes,No,"""This research was supported, in part, by appointments of E.K. and J.L. to the Internship/Research Participation Program at the National Center for Environmental Economics, U.S. EPA, administered by the Oak Ridge Institute for Science and Education through an interagency agreement between the U.S. Department of Energy and the U.S. EPA. T.J.W. is a member of the Philip R. Lee Institute for Health Policy Studies. Financial support for development of the PFOA case study was through grants from the New York Community Trust and the U.S. EPA through a contract with Abt Associates (GAIA-0-6-UCSF 17288). For 2009–2013, support for the development and dissemination of the Navigation Guide methodology was provided by the Clarence Heller Foundation, the Passport Foundation, the Forsythia Foundation, the Johnson Family Foundation, the Heinz Endowments, the Fred Gellert Foundation, the Rose Foundation, Kaiser Permanente, the New York Community Trust, the Philip R. Lee Institute for Health Policy Studies, the Planned Parenthood Federation of America, the National Institute of Environmental Health Sciences (grants ES018135 and ESO22841), and U.S. EPA STAR grants (RD83467801 and RD83543301).""",No,NA,No,NA,10.1289/ehp.1307177,
6/16/2022 10:33:45,LR,S_137,Lam_2014,The Navigation Guide—evidence-based medicine meets environmental health: integration of animal and human evidence for PFOA effects on fetal growth,2014,Environmental health perspectives,USA,systematic review;meta-analysis,Yes,No,No,Yes,One,Animals; Birth Weight / drug effects; Caprylates / toxicity*; Environmental Health; Environmental Pollutants / toxicity*; Evidence-Based Medicine; Female; Fetal Development / drug effects*; Fluorocarbons / toxicity*; Humans; Maternal Exposure / adverse effects*; Pregnancy,"Human evidence: Effects on fetal growth, birth weight, and/or other measures of size, such as length. Animal evidence: Changes in fetal weight near term (e.g., embryonic day 18 for mice, embryonic day 21 for rats), birth weight, and/or other measures of size at term or birth, such as length.",Mixed,Lab,Multiple,NA,NA,2012,39,"39 in SR (21 from animal data and 18 from human data), 16 in MA (7 from animal data and 9 from human data).",Yes,The Navigation Guide systematic review method,Yes,No,Yes,Yes,No,"""The research was supported in part by appointments of J.L. and E.K. to the Internship/Research Participation Program at the National Center for Environmental Economics, U.S. EPA, administered by the Oak Ridge Institute for Science and Education through an interagency agreement between the U.S. Department of Energy and the U.S. EPA. T.J.W. is a member of the Philip R. Lee Institute for Health Policy Studies, UCSF. J.L. was partially funded by the Environmental Defense Fund (Washington, DC). This research was also funded by the U.S. EPA through a contract with Abt Associates (GAIA-0-6-UCSF 17288) and grants from the New York Community Trust. For 2009–2013, financial support for the development and dissemination of the Navigation Guide methodology on which this case study was based was provided to the UCSF Program on Reproductive Health and the Environment by the Clarence Heller Foundation, the Passport Foundation, the Forsythia Foundation, the Johnson Family Foundation, the Heinz Endowments, the Fred Gellert Foundation, the Rose Foundation, Kaiser Permanente, the New York Community Trust, the UCSF Institute for Health Policy Studies, Planned Parenthood Federation of America, the National Institute of Environmental Health Sciences (ES018135 and ESO22841), and U.S. EPA STAR grants (RD83467801 and RD83543301).""",No,NA,No,NA,10.1289/ehp.1307923,
6/16/2022 11:02:01,LR,S_138,Singh_2014,Association between environmental contaminants and health outcomes in indigenous populations of the Circumpolar North,2014,International journal of circumpolar health,Canada,systematic review,Yes,No,No,No,Multiple,Alaska; Arctic Regions; Environmental Exposure / adverse effects*; Environmental Monitoring / methods*; Environmental Pollutants / adverse effects*; Environmental Pollutants / chemistry*; Female; Health Status*; Humans; Male; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Population Groups / statistics & numerical data*,NA,Humans,NA,NA,NA,NA,2014,60,NA,No,NA,Yes,No,Yes,Yes,No,"""Funding for the project is provided by the Canada Research Chair Program.""",No,NA,No,NA,10.3402/ijch.v73.25808,
6/20/2022 11:14:00,LR,S_143,Floehr_2013,Solution by dilution?—A review on the pollution status of the Yangtze River,2013,Environmental Science and Pollution Research,Germany,critical review,Yes,No,No,No,Multiple,"Animals; Benzofurans / analysis; China; Dibenzofurans, Polychlorinated; Dioxins / analysis; Environmental Monitoring; Halogenated Diphenyl Ethers / analysis; Humans; Hydrocarbons, Chlorinated / analysis; Pesticides / analysis; Polychlorinated Biphenyls / analysis; Polycyclic Aromatic Hydrocarbons / analysis; Rivers / chemistry*; Waste Water / statistics & numerical data; Water Pollutants, Chemical / analysis; Water Pollution, Chemical / statistics & numerical data*",NA,Environment,NA,NA,Freshwater,1990,2012,84,NA,No,NA,No,NA,Yes,Yes,No,"""Our review has been carried out as part of the MICROTOX project (“Transformation, Bioaccumulation and Toxicity of Organic Micropollutants in the Yangtze Three Gorges Reservoir”), which is integrated into the joint environmental research program “Yangtze—Hydro-Sustainable Management of the Newly Created Ecosystem at the Three Gorges Dam” (Bergmann et al. 2012; http:// www.yangtze-project.de). The project has been financed by the Federal Ministry of Education and Research, Germany (BMBF) as part of the research cluster “Pollutants/Water/Sediment—Impacts of Transformation and Transportation Processes on the Yangtze Water Quality.” The review was also supported by a personal grant to Hongxia Xiao by the scholarship program of the Chinese Scholarship Council.""",No,NA,No,NA,10.1007/s11356-013-1666-1,
6/20/2022 11:39:04,LR,S_144,Taylor_2013,Evaluation of the association between persistent organic pollutants (POPs) and diabetes in epidemiological studies: a national toxicology program workshop review,2013,Environmental health perspectives,USA,systematic review,Yes,No,No,No,Multiple,"Animals; Diabetes Mellitus, Type 2 / chemically induced; Diabetes Mellitus, Type 2 / epidemiology*; Environmental Exposure*; Environmental Pollutants / analysis; Environmental Pollutants / toxicity*; Humans; Hydrocarbons, Chlorinated / analysis; Hydrocarbons, Chlorinated / toxicity; Mice; Obesity / chemically induced; Obesity / epidemiology; Rats",NA,Humans,NA,NA,NA,NA,2010,43,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1289/ehp.1205502,
6/20/2022 13:09:45,LR,S_145,Ferguson_2013,Environmental contaminant exposures and preterm birth: a comprehensive review,2013,Journal of Toxicology and Environmental Health,USA,comprehensive review;meta-analysis,Yes,No,No,No,Multiple,"Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects",NA,Humans,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1080/10937404.2013.775048,
6/21/2022 10:53:40,LR,S_148,Saikat_2013,The impact of PFOS on health in the general population: a review,2013,Environmental Science: Processes & Impacts,UK,systematic review,Yes,No,No,Yes,One,Alkanesulfonic Acids / analysis; Alkanesulfonic Acids / metabolism*; Alkanesulfonic Acids / toxicity; Biomarkers / metabolism; Environmental Exposure / statistics & numerical data*; Environmental Pollutants / analysis; Environmental Pollutants / metabolism*; Environmental Pollutants / toxicity; Fluorocarbons / analysis; Fluorocarbons / metabolism*; Fluorocarbons / toxicity,NA,Humans,NA,NA,NA,NA,2011,15,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1039/c2em30698k,
